hour,day,weekday,weekday_number,week,monthday,month,quarter,season,weekhour
7080,295,Monday,1,43,22,October,4,winter,24
7081,296,Tuesday,2,43,23,October,4,winter,25
7082,296,Tuesday,2,43,23,October,4,winter,26
7083,296,Tuesday,2,43,23,October,4,winter,27
7084,296,Tuesday,2,43,23,October,4,winter,28
7085,296,Tuesday,2,43,23,October,4,winter,29
7086,296,Tuesday,2,43,23,October,4,winter,30
7087,296,Tuesday,2,43,23,October,4,winter,31
7088,296,Tuesday,2,43,23,October,4,winter,32
7089,296,Tuesday,2,43,23,October,4,winter,33
7090,296,Tuesday,2,43,23,October,4,winter,34
7091,296,Tuesday,2,43,23,October,4,winter,35
7092,296,Tuesday,2,43,23,October,4,winter,36
7093,296,Tuesday,2,43,23,October,4,winter,37
7094,296,Tuesday,2,43,23,October,4,winter,38
7095,296,Tuesday,2,43,23,October,4,winter,39
7096,296,Tuesday,2,43,23,October,4,winter,40
7097,296,Tuesday,2,43,23,October,4,winter,41
7098,296,Tuesday,2,43,23,October,4,winter,42
7099,296,Tuesday,2,43,23,October,4,winter,43
7100,296,Tuesday,2,43,23,October,4,winter,44
7101,296,Tuesday,2,43,23,October,4,winter,45
7102,296,Tuesday,2,43,23,October,4,winter,46
7103,296,Tuesday,2,43,23,October,4,winter,47
7104,296,Tuesday,2,43,23,October,4,winter,48
7105,297,Wednesday,3,43,24,October,4,winter,49
7106,297,Wednesday,3,43,24,October,4,winter,50
7107,297,Wednesday,3,43,24,October,4,winter,51
7108,297,Wednesday,3,43,24,October,4,winter,52
7109,297,Wednesday,3,43,24,October,4,winter,53
7110,297,Wednesday,3,43,24,October,4,winter,54
7111,297,Wednesday,3,43,24,October,4,winter,55
7112,297,Wednesday,3,43,24,October,4,winter,56
7113,297,Wednesday,3,43,24,October,4,winter,57
7114,297,Wednesday,3,43,24,October,4,winter,58
7115,297,Wednesday,3,43,24,October,4,winter,59
7116,297,Wednesday,3,43,24,October,4,winter,60
7117,297,Wednesday,3,43,24,October,4,winter,61
7118,297,Wednesday,3,43,24,October,4,winter,62
7119,297,Wednesday,3,43,24,October,4,winter,63
7120,297,Wednesday,3,43,24,October,4,winter,64
7121,297,Wednesday,3,43,24,October,4,winter,65
7122,297,Wednesday,3,43,24,October,4,winter,66
7123,297,Wednesday,3,43,24,October,4,winter,67
7124,297,Wednesday,3,43,24,October,4,winter,68
7125,297,Wednesday,3,43,24,October,4,winter,69
7126,297,Wednesday,3,43,24,October,4,winter,70
7127,297,Wednesday,3,43,24,October,4,winter,71
7128,297,Wednesday,3,43,24,October,4,winter,72
7129,298,Thursday,4,43,25,October,4,winter,73
7130,298,Thursday,4,43,25,October,4,winter,74
7131,298,Thursday,4,43,25,October,4,winter,75
7132,298,Thursday,4,43,25,October,4,winter,76
7133,298,Thursday,4,43,25,October,4,winter,77
7134,298,Thursday,4,43,25,October,4,winter,78
7135,298,Thursday,4,43,25,October,4,winter,79
7136,298,Thursday,4,43,25,October,4,winter,80
7137,298,Thursday,4,43,25,October,4,winter,81
7138,298,Thursday,4,43,25,October,4,winter,82
7139,298,Thursday,4,43,25,October,4,winter,83
7140,298,Thursday,4,43,25,October,4,winter,84
7141,298,Thursday,4,43,25,October,4,winter,85
7142,298,Thursday,4,43,25,October,4,winter,86
7143,298,Thursday,4,43,25,October,4,winter,87
7144,298,Thursday,4,43,25,October,4,winter,88
7145,298,Thursday,4,43,25,October,4,winter,89
7146,298,Thursday,4,43,25,October,4,winter,90
7147,298,Thursday,4,43,25,October,4,winter,91
7148,298,Thursday,4,43,25,October,4,winter,92
7149,298,Thursday,4,43,25,October,4,winter,93
7150,298,Thursday,4,43,25,October,4,winter,94
7151,298,Thursday,4,43,25,October,4,winter,95
7152,298,Thursday,4,43,25,October,4,winter,96
7153,299,Friday,5,43,26,October,4,winter,97
7154,299,Friday,5,43,26,October,4,winter,98
7155,299,Friday,5,43,26,October,4,winter,99
7156,299,Friday,5,43,26,October,4,winter,100
7157,299,Friday,5,43,26,October,4,winter,101
7158,299,Friday,5,43,26,October,4,winter,102
7159,299,Friday,5,43,26,October,4,winter,103
7160,299,Friday,5,43,26,October,4,winter,104
7161,299,Friday,5,43,26,October,4,winter,105
7162,299,Friday,5,43,26,October,4,winter,106
7163,299,Friday,5,43,26,October,4,winter,107
7164,299,Friday,5,43,26,October,4,winter,108
7165,299,Friday,5,43,26,October,4,winter,109
7166,299,Friday,5,43,26,October,4,winter,110
7167,299,Friday,5,43,26,October,4,winter,111
7168,299,Friday,5,43,26,October,4,winter,112
7169,299,Friday,5,43,26,October,4,winter,113
7170,299,Friday,5,43,26,October,4,winter,114
7171,299,Friday,5,43,26,October,4,winter,115
7172,299,Friday,5,43,26,October,4,winter,116
7173,299,Friday,5,43,26,October,4,winter,117
7174,299,Friday,5,43,26,October,4,winter,118
7175,299,Friday,5,43,26,October,4,winter,119
7176,299,Friday,5,43,26,October,4,winter,120
7177,300,Saturday,6,43,27,October,4,winter,121
7178,300,Saturday,6,43,27,October,4,winter,122
7179,300,Saturday,6,43,27,October,4,winter,123
7180,300,Saturday,6,43,27,October,4,winter,124
7181,300,Saturday,6,43,27,October,4,winter,125
7182,300,Saturday,6,43,27,October,4,winter,126
7183,300,Saturday,6,43,27,October,4,winter,127
7184,300,Saturday,6,43,27,October,4,winter,128
7185,300,Saturday,6,43,27,October,4,winter,129
7186,300,Saturday,6,43,27,October,4,winter,130
7187,300,Saturday,6,43,27,October,4,winter,131
7188,300,Saturday,6,43,27,October,4,winter,132
7189,300,Saturday,6,43,27,October,4,winter,133
7190,300,Saturday,6,43,27,October,4,winter,134
7191,300,Saturday,6,43,27,October,4,winter,135
7192,300,Saturday,6,43,27,October,4,winter,136
7193,300,Saturday,6,43,27,October,4,winter,137
7194,300,Saturday,6,43,27,October,4,winter,138
7195,300,Saturday,6,43,27,October,4,winter,139
7196,300,Saturday,6,43,27,October,4,winter,140
7197,300,Saturday,6,43,27,October,4,winter,141
7198,300,Saturday,6,43,27,October,4,winter,142
7199,300,Saturday,6,43,27,October,4,winter,143
7200,300,Saturday,6,43,27,October,4,winter,144
7201,301,Sunday,7,43,28,October,4,winter,145
7202,301,Sunday,7,43,28,October,4,winter,146
7203,301,Sunday,7,43,28,October,4,winter,147
7204,301,Sunday,7,43,28,October,4,winter,148
7205,301,Sunday,7,43,28,October,4,winter,149
7206,301,Sunday,7,43,28,October,4,winter,150
7207,301,Sunday,7,43,28,October,4,winter,151
7208,301,Sunday,7,43,28,October,4,winter,152
7209,301,Sunday,7,43,28,October,4,winter,153
7210,301,Sunday,7,43,28,October,4,winter,154
7211,301,Sunday,7,43,28,October,4,winter,155
7212,301,Sunday,7,43,28,October,4,winter,156
7213,301,Sunday,7,43,28,October,4,winter,157
7214,301,Sunday,7,43,28,October,4,winter,158
7215,301,Sunday,7,43,28,October,4,winter,159
7216,301,Sunday,7,43,28,October,4,winter,160
7217,301,Sunday,7,43,28,October,4,winter,161
7218,301,Sunday,7,43,28,October,4,winter,162
7219,301,Sunday,7,43,28,October,4,winter,163
7220,301,Sunday,7,43,28,October,4,winter,164
7221,301,Sunday,7,43,28,October,4,winter,165
7222,301,Sunday,7,43,28,October,4,winter,166
7223,301,Sunday,7,43,28,October,4,winter,167
7224,301,Sunday,7,43,28,October,4,winter,168
7225,302,Monday,1,44,29,October,4,winter,1
7226,302,Monday,1,44,29,October,4,winter,2
7227,302,Monday,1,44,29,October,4,winter,3
7228,302,Monday,1,44,29,October,4,winter,4
7229,302,Monday,1,44,29,October,4,winter,5
7230,302,Monday,1,44,29,October,4,winter,6
7231,302,Monday,1,44,29,October,4,winter,7
7232,302,Monday,1,44,29,October,4,winter,8
7233,302,Monday,1,44,29,October,4,winter,9
7234,302,Monday,1,44,29,October,4,winter,10
7235,302,Monday,1,44,29,October,4,winter,11
7236,302,Monday,1,44,29,October,4,winter,12
7237,302,Monday,1,44,29,October,4,winter,13
7238,302,Monday,1,44,29,October,4,winter,14
7239,302,Monday,1,44,29,October,4,winter,15
7240,302,Monday,1,44,29,October,4,winter,16
7241,302,Monday,1,44,29,October,4,winter,17
7242,302,Monday,1,44,29,October,4,winter,18
7243,302,Monday,1,44,29,October,4,winter,19
7244,302,Monday,1,44,29,October,4,winter,20
7245,302,Monday,1,44,29,October,4,winter,21
7246,302,Monday,1,44,29,October,4,winter,22
7247,302,Monday,1,44,29,October,4,winter,23
7248,302,Monday,1,44,29,October,4,winter,24
7249,303,Tuesday,2,44,30,October,4,winter,25
7250,303,Tuesday,2,44,30,October,4,winter,26
7251,303,Tuesday,2,44,30,October,4,winter,27
7252,303,Tuesday,2,44,30,October,4,winter,28
7253,303,Tuesday,2,44,30,October,4,winter,29
7254,303,Tuesday,2,44,30,October,4,winter,30
7255,303,Tuesday,2,44,30,October,4,winter,31
7256,303,Tuesday,2,44,30,October,4,winter,32
7257,303,Tuesday,2,44,30,October,4,winter,33
7258,303,Tuesday,2,44,30,October,4,winter,34
7259,303,Tuesday,2,44,30,October,4,winter,35
7260,303,Tuesday,2,44,30,October,4,winter,36
7261,303,Tuesday,2,44,30,October,4,winter,37
7262,303,Tuesday,2,44,30,October,4,winter,38
7263,303,Tuesday,2,44,30,October,4,winter,39
7264,303,Tuesday,2,44,30,October,4,winter,40
7265,303,Tuesday,2,44,30,October,4,winter,41
7266,303,Tuesday,2,44,30,October,4,winter,42
7267,303,Tuesday,2,44,30,October,4,winter,43
7268,303,Tuesday,2,44,30,October,4,winter,44
7269,303,Tuesday,2,44,30,October,4,winter,45
7270,303,Tuesday,2,44,30,October,4,winter,46
7271,303,Tuesday,2,44,30,October,4,winter,47
7272,303,Tuesday,2,44,30,October,4,winter,48
7273,304,Wednesday,3,44,31,October,4,winter,49
7274,304,Wednesday,3,44,31,October,4,winter,50
7275,304,Wednesday,3,44,31,October,4,winter,51
7276,304,Wednesday,3,44,31,October,4,winter,52
7277,304,Wednesday,3,44,31,October,4,winter,53
7278,304,Wednesday,3,44,31,October,4,winter,54
7279,304,Wednesday,3,44,31,October,4,winter,55
7280,304,Wednesday,3,44,31,October,4,winter,56
7281,304,Wednesday,3,44,31,October,4,winter,57
7282,304,Wednesday,3,44,31,October,4,winter,58
7283,304,Wednesday,3,44,31,October,4,winter,59
7284,304,Wednesday,3,44,31,October,4,winter,60
7285,304,Wednesday,3,44,31,October,4,winter,61
7286,304,Wednesday,3,44,31,October,4,winter,62
7287,304,Wednesday,3,44,31,October,4,winter,63
7288,304,Wednesday,3,44,31,October,4,winter,64
7289,304,Wednesday,3,44,31,October,4,winter,65
7290,304,Wednesday,3,44,31,October,4,winter,66
7291,304,Wednesday,3,44,31,October,4,winter,67
7292,304,Wednesday,3,44,31,October,4,winter,68
7293,304,Wednesday,3,44,31,October,4,winter,69
7294,304,Wednesday,3,44,31,October,4,winter,70
7295,304,Wednesday,3,44,31,October,4,winter,71
7296,304,Wednesday,3,44,31,October,4,winter,72
7297,305,Thursday,4,44,1,November,4,winter,73
7298,305,Thursday,4,44,1,November,4,winter,74
7299,305,Thursday,4,44,1,November,4,winter,75
7300,305,Thursday,4,44,1,November,4,winter,76
7301,305,Thursday,4,44,1,November,4,winter,77
7302,305,Thursday,4,44,1,November,4,winter,78
7303,305,Thursday,4,44,1,November,4,winter,79
7304,305,Thursday,4,44,1,November,4,winter,80
7305,305,Thursday,4,44,1,November,4,winter,81
7306,305,Thursday,4,44,1,November,4,winter,82
7307,305,Thursday,4,44,1,November,4,winter,83
7308,305,Thursday,4,44,1,November,4,winter,84
7309,305,Thursday,4,44,1,November,4,winter,85
7310,305,Thursday,4,44,1,November,4,winter,86
7311,305,Thursday,4,44,1,November,4,winter,87
7312,305,Thursday,4,44,1,November,4,winter,88
7313,305,Thursday,4,44,1,November,4,winter,89
7314,305,Thursday,4,44,1,November,4,winter,90
7315,305,Thursday,4,44,1,November,4,winter,91
7316,305,Thursday,4,44,1,November,4,winter,92
7317,305,Thursday,4,44,1,November,4,winter,93
7318,305,Thursday,4,44,1,November,4,winter,94
7319,305,Thursday,4,44,1,November,4,winter,95
7320,305,Thursday,4,44,1,November,4,winter,96
7321,306,Friday,5,44,2,November,4,winter,97
7322,306,Friday,5,44,2,November,4,winter,98
7323,306,Friday,5,44,2,November,4,winter,99
7324,306,Friday,5,44,2,November,4,winter,100
7325,306,Friday,5,44,2,November,4,winter,101
7326,306,Friday,5,44,2,November,4,winter,102
7327,306,Friday,5,44,2,November,4,winter,103
7328,306,Friday,5,44,2,November,4,winter,104
7329,306,Friday,5,44,2,November,4,winter,105
7330,306,Friday,5,44,2,November,4,winter,106
7331,306,Friday,5,44,2,November,4,winter,107
7332,306,Friday,5,44,2,November,4,winter,108
7333,306,Friday,5,44,2,November,4,winter,109
7334,306,Friday,5,44,2,November,4,winter,110
7335,306,Friday,5,44,2,November,4,winter,111
7336,306,Friday,5,44,2,November,4,winter,112
7337,306,Friday,5,44,2,November,4,winter,113
7338,306,Friday,5,44,2,November,4,winter,114
7339,306,Friday,5,44,2,November,4,winter,115
7340,306,Friday,5,44,2,November,4,winter,116
7341,306,Friday,5,44,2,November,4,winter,117
7342,306,Friday,5,44,2,November,4,winter,118
7343,306,Friday,5,44,2,November,4,winter,119
7344,306,Friday,5,44,2,November,4,winter,120
7345,307,Saturday,6,44,3,November,4,winter,121
7346,307,Saturday,6,44,3,November,4,winter,122
7347,307,Saturday,6,44,3,November,4,winter,123
7348,307,Saturday,6,44,3,November,4,winter,124
7349,307,Saturday,6,44,3,November,4,winter,125
7350,307,Saturday,6,44,3,November,4,winter,126
7351,307,Saturday,6,44,3,November,4,winter,127
7352,307,Saturday,6,44,3,November,4,winter,128
7353,307,Saturday,6,44,3,November,4,winter,129
7354,307,Saturday,6,44,3,November,4,winter,130
7355,307,Saturday,6,44,3,November,4,winter,131
7356,307,Saturday,6,44,3,November,4,winter,132
7357,307,Saturday,6,44,3,November,4,winter,133
7358,307,Saturday,6,44,3,November,4,winter,134
7359,307,Saturday,6,44,3,November,4,winter,135
7360,307,Saturday,6,44,3,November,4,winter,136
7361,307,Saturday,6,44,3,November,4,winter,137
7362,307,Saturday,6,44,3,November,4,winter,138
7363,307,Saturday,6,44,3,November,4,winter,139
7364,307,Saturday,6,44,3,November,4,winter,140
7365,307,Saturday,6,44,3,November,4,winter,141
7366,307,Saturday,6,44,3,November,4,winter,142
7367,307,Saturday,6,44,3,November,4,winter,143
7368,307,Saturday,6,44,3,November,4,winter,144
7369,308,Sunday,7,44,4,November,4,winter,145
7370,308,Sunday,7,44,4,November,4,winter,146
7371,308,Sunday,7,44,4,November,4,winter,147
7372,308,Sunday,7,44,4,November,4,winter,148
7373,308,Sunday,7,44,4,November,4,winter,149
7374,308,Sunday,7,44,4,November,4,winter,150
7375,308,Sunday,7,44,4,November,4,winter,151
7376,308,Sunday,7,44,4,November,4,winter,152
7377,308,Sunday,7,44,4,November,4,winter,153
7378,308,Sunday,7,44,4,November,4,winter,154
7379,308,Sunday,7,44,4,November,4,winter,155
7380,308,Sunday,7,44,4,November,4,winter,156
7381,308,Sunday,7,44,4,November,4,winter,157
7382,308,Sunday,7,44,4,November,4,winter,158
7383,308,Sunday,7,44,4,November,4,winter,159
7384,308,Sunday,7,44,4,November,4,winter,160
7385,308,Sunday,7,44,4,November,4,winter,161
7386,308,Sunday,7,44,4,November,4,winter,162
7387,308,Sunday,7,44,4,November,4,winter,163
7388,308,Sunday,7,44,4,November,4,winter,164
7389,308,Sunday,7,44,4,November,4,winter,165
7390,308,Sunday,7,44,4,November,4,winter,166
7391,308,Sunday,7,44,4,November,4,winter,167
7392,308,Sunday,7,44,4,November,4,winter,168
7393,309,Monday,1,45,5,November,4,winter,1
7394,309,Monday,1,45,5,November,4,winter,2
7395,309,Monday,1,45,5,November,4,winter,3
7396,309,Monday,1,45,5,November,4,winter,4
7397,309,Monday,1,45,5,November,4,winter,5
7398,309,Monday,1,45,5,November,4,winter,6
7399,309,Monday,1,45,5,November,4,winter,7
7400,309,Monday,1,45,5,November,4,winter,8
7401,309,Monday,1,45,5,November,4,winter,9
7402,309,Monday,1,45,5,November,4,winter,10
7403,309,Monday,1,45,5,November,4,winter,11
7404,309,Monday,1,45,5,November,4,winter,12
7405,309,Monday,1,45,5,November,4,winter,13
7406,309,Monday,1,45,5,November,4,winter,14
7407,309,Monday,1,45,5,November,4,winter,15
7408,309,Monday,1,45,5,November,4,winter,16
7409,309,Monday,1,45,5,November,4,winter,17
7410,309,Monday,1,45,5,November,4,winter,18
7411,309,Monday,1,45,5,November,4,winter,19
7412,309,Monday,1,45,5,November,4,winter,20
7413,309,Monday,1,45,5,November,4,winter,21
7414,309,Monday,1,45,5,November,4,winter,22
7415,309,Monday,1,45,5,November,4,winter,23
7416,309,Monday,1,45,5,November,4,winter,24
7417,310,Tuesday,2,45,6,November,4,winter,25
7418,310,Tuesday,2,45,6,November,4,winter,26
7419,310,Tuesday,2,45,6,November,4,winter,27
7420,310,Tuesday,2,45,6,November,4,winter,28
7421,310,Tuesday,2,45,6,November,4,winter,29
7422,310,Tuesday,2,45,6,November,4,winter,30
7423,310,Tuesday,2,45,6,November,4,winter,31
7424,310,Tuesday,2,45,6,November,4,winter,32
7425,310,Tuesday,2,45,6,November,4,winter,33
7426,310,Tuesday,2,45,6,November,4,winter,34
7427,310,Tuesday,2,45,6,November,4,winter,35
7428,310,Tuesday,2,45,6,November,4,winter,36
7429,310,Tuesday,2,45,6,November,4,winter,37
7430,310,Tuesday,2,45,6,November,4,winter,38
7431,310,Tuesday,2,45,6,November,4,winter,39
7432,310,Tuesday,2,45,6,November,4,winter,40
7433,310,Tuesday,2,45,6,November,4,winter,41
7434,310,Tuesday,2,45,6,November,4,winter,42
7435,310,Tuesday,2,45,6,November,4,winter,43
7436,310,Tuesday,2,45,6,November,4,winter,44
7437,310,Tuesday,2,45,6,November,4,winter,45
7438,310,Tuesday,2,45,6,November,4,winter,46
7439,310,Tuesday,2,45,6,November,4,winter,47
7440,310,Tuesday,2,45,6,November,4,winter,48
7441,311,Wednesday,3,45,7,November,4,winter,49
7442,311,Wednesday,3,45,7,November,4,winter,50
7443,311,Wednesday,3,45,7,November,4,winter,51
7444,311,Wednesday,3,45,7,November,4,winter,52
7445,311,Wednesday,3,45,7,November,4,winter,53
7446,311,Wednesday,3,45,7,November,4,winter,54
7447,311,Wednesday,3,45,7,November,4,winter,55
7448,311,Wednesday,3,45,7,November,4,winter,56
7449,311,Wednesday,3,45,7,November,4,winter,57
7450,311,Wednesday,3,45,7,November,4,winter,58
7451,311,Wednesday,3,45,7,November,4,winter,59
7452,311,Wednesday,3,45,7,November,4,winter,60
7453,311,Wednesday,3,45,7,November,4,winter,61
7454,311,Wednesday,3,45,7,November,4,winter,62
7455,311,Wednesday,3,45,7,November,4,winter,63
7456,311,Wednesday,3,45,7,November,4,winter,64
7457,311,Wednesday,3,45,7,November,4,winter,65
7458,311,Wednesday,3,45,7,November,4,winter,66
7459,311,Wednesday,3,45,7,November,4,winter,67
7460,311,Wednesday,3,45,7,November,4,winter,68
7461,311,Wednesday,3,45,7,November,4,winter,69
7462,311,Wednesday,3,45,7,November,4,winter,70
7463,311,Wednesday,3,45,7,November,4,winter,71
7464,311,Wednesday,3,45,7,November,4,winter,72
7465,312,Thursday,4,45,8,November,4,winter,73
7466,312,Thursday,4,45,8,November,4,winter,74
7467,312,Thursday,4,45,8,November,4,winter,75
7468,312,Thursday,4,45,8,November,4,winter,76
7469,312,Thursday,4,45,8,November,4,winter,77
7470,312,Thursday,4,45,8,November,4,winter,78
7471,312,Thursday,4,45,8,November,4,winter,79
7472,312,Thursday,4,45,8,November,4,winter,80
7473,312,Thursday,4,45,8,November,4,winter,81
7474,312,Thursday,4,45,8,November,4,winter,82
7475,312,Thursday,4,45,8,November,4,winter,83
7476,312,Thursday,4,45,8,November,4,winter,84
7477,312,Thursday,4,45,8,November,4,winter,85
7478,312,Thursday,4,45,8,November,4,winter,86
7479,312,Thursday,4,45,8,November,4,winter,87
7480,312,Thursday,4,45,8,November,4,winter,88
7481,312,Thursday,4,45,8,November,4,winter,89
7482,312,Thursday,4,45,8,November,4,winter,90
7483,312,Thursday,4,45,8,November,4,winter,91
7484,312,Thursday,4,45,8,November,4,winter,92
7485,312,Thursday,4,45,8,November,4,winter,93
7486,312,Thursday,4,45,8,November,4,winter,94
7487,312,Thursday,4,45,8,November,4,winter,95
7488,312,Thursday,4,45,8,November,4,winter,96
7489,313,Friday,5,45,9,November,4,winter,97
7490,313,Friday,5,45,9,November,4,winter,98
7491,313,Friday,5,45,9,November,4,winter,99
7492,313,Friday,5,45,9,November,4,winter,100
7493,313,Friday,5,45,9,November,4,winter,101
7494,313,Friday,5,45,9,November,4,winter,102
7495,313,Friday,5,45,9,November,4,winter,103
7496,313,Friday,5,45,9,November,4,winter,104
7497,313,Friday,5,45,9,November,4,winter,105
7498,313,Friday,5,45,9,November,4,winter,106
7499,313,Friday,5,45,9,November,4,winter,107
7500,313,Friday,5,45,9,November,4,winter,108
7501,313,Friday,5,45,9,November,4,winter,109
7502,313,Friday,5,45,9,November,4,winter,110
7503,313,Friday,5,45,9,November,4,winter,111
7504,313,Friday,5,45,9,November,4,winter,112
7505,313,Friday,5,45,9,November,4,winter,113
7506,313,Friday,5,45,9,November,4,winter,114
7507,313,Friday,5,45,9,November,4,winter,115
7508,313,Friday,5,45,9,November,4,winter,116
7509,313,Friday,5,45,9,November,4,winter,117
7510,313,Friday,5,45,9,November,4,winter,118
7511,313,Friday,5,45,9,November,4,winter,119
7512,313,Friday,5,45,9,November,4,winter,120
7513,314,Saturday,6,45,10,November,4,winter,121
7514,314,Saturday,6,45,10,November,4,winter,122
7515,314,Saturday,6,45,10,November,4,winter,123
7516,314,Saturday,6,45,10,November,4,winter,124
7517,314,Saturday,6,45,10,November,4,winter,125
7518,314,Saturday,6,45,10,November,4,winter,126
7519,314,Saturday,6,45,10,November,4,winter,127
7520,314,Saturday,6,45,10,November,4,winter,128
7521,314,Saturday,6,45,10,November,4,winter,129
7522,314,Saturday,6,45,10,November,4,winter,130
7523,314,Saturday,6,45,10,November,4,winter,131
7524,314,Saturday,6,45,10,November,4,winter,132
7525,314,Saturday,6,45,10,November,4,winter,133
7526,314,Saturday,6,45,10,November,4,winter,134
7527,314,Saturday,6,45,10,November,4,winter,135
7528,314,Saturday,6,45,10,November,4,winter,136
7529,314,Saturday,6,45,10,November,4,winter,137
7530,314,Saturday,6,45,10,November,4,winter,138
7531,314,Saturday,6,45,10,November,4,winter,139
7532,314,Saturday,6,45,10,November,4,winter,140
7533,314,Saturday,6,45,10,November,4,winter,141
7534,314,Saturday,6,45,10,November,4,winter,142
7535,314,Saturday,6,45,10,November,4,winter,143
7536,314,Saturday,6,45,10,November,4,winter,144
7537,315,Sunday,7,45,11,November,4,winter,145
7538,315,Sunday,7,45,11,November,4,winter,146
7539,315,Sunday,7,45,11,November,4,winter,147
7540,315,Sunday,7,45,11,November,4,winter,148
7541,315,Sunday,7,45,11,November,4,winter,149
7542,315,Sunday,7,45,11,November,4,winter,150
7543,315,Sunday,7,45,11,November,4,winter,151
7544,315,Sunday,7,45,11,November,4,winter,152
7545,315,Sunday,7,45,11,November,4,winter,153
7546,315,Sunday,7,45,11,November,4,winter,154
7547,315,Sunday,7,45,11,November,4,winter,155
7548,315,Sunday,7,45,11,November,4,winter,156
7549,315,Sunday,7,45,11,November,4,winter,157
7550,315,Sunday,7,45,11,November,4,winter,158
7551,315,Sunday,7,45,11,November,4,winter,159
7552,315,Sunday,7,45,11,November,4,winter,160
7553,315,Sunday,7,45,11,November,4,winter,161
7554,315,Sunday,7,45,11,November,4,winter,162
7555,315,Sunday,7,45,11,November,4,winter,163
7556,315,Sunday,7,45,11,November,4,winter,164
7557,315,Sunday,7,45,11,November,4,winter,165
7558,315,Sunday,7,45,11,November,4,winter,166
7559,315,Sunday,7,45,11,November,4,winter,167
7560,315,Sunday,7,45,11,November,4,winter,168
7561,316,Monday,1,46,12,November,4,winter,1
7562,316,Monday,1,46,12,November,4,winter,2
7563,316,Monday,1,46,12,November,4,winter,3
7564,316,Monday,1,46,12,November,4,winter,4
7565,316,Monday,1,46,12,November,4,winter,5
7566,316,Monday,1,46,12,November,4,winter,6
7567,316,Monday,1,46,12,November,4,winter,7
7568,316,Monday,1,46,12,November,4,winter,8
7569,316,Monday,1,46,12,November,4,winter,9
7570,316,Monday,1,46,12,November,4,winter,10
7571,316,Monday,1,46,12,November,4,winter,11
7572,316,Monday,1,46,12,November,4,winter,12
7573,316,Monday,1,46,12,November,4,winter,13
7574,316,Monday,1,46,12,November,4,winter,14
7575,316,Monday,1,46,12,November,4,winter,15
7576,316,Monday,1,46,12,November,4,winter,16
7577,316,Monday,1,46,12,November,4,winter,17
7578,316,Monday,1,46,12,November,4,winter,18
7579,316,Monday,1,46,12,November,4,winter,19
7580,316,Monday,1,46,12,November,4,winter,20
7581,316,Monday,1,46,12,November,4,winter,21
7582,316,Monday,1,46,12,November,4,winter,22
7583,316,Monday,1,46,12,November,4,winter,23
7584,316,Monday,1,46,12,November,4,winter,24
7585,317,Tuesday,2,46,13,November,4,winter,25
7586,317,Tuesday,2,46,13,November,4,winter,26
7587,317,Tuesday,2,46,13,November,4,winter,27
7588,317,Tuesday,2,46,13,November,4,winter,28
7589,317,Tuesday,2,46,13,November,4,winter,29
7590,317,Tuesday,2,46,13,November,4,winter,30
7591,317,Tuesday,2,46,13,November,4,winter,31
7592,317,Tuesday,2,46,13,November,4,winter,32
7593,317,Tuesday,2,46,13,November,4,winter,33
7594,317,Tuesday,2,46,13,November,4,winter,34
7595,317,Tuesday,2,46,13,November,4,winter,35
7596,317,Tuesday,2,46,13,November,4,winter,36
7597,317,Tuesday,2,46,13,November,4,winter,37
7598,317,Tuesday,2,46,13,November,4,winter,38
7599,317,Tuesday,2,46,13,November,4,winter,39
7600,317,Tuesday,2,46,13,November,4,winter,40
7601,317,Tuesday,2,46,13,November,4,winter,41
7602,317,Tuesday,2,46,13,November,4,winter,42
7603,317,Tuesday,2,46,13,November,4,winter,43
7604,317,Tuesday,2,46,13,November,4,winter,44
7605,317,Tuesday,2,46,13,November,4,winter,45
7606,317,Tuesday,2,46,13,November,4,winter,46
7607,317,Tuesday,2,46,13,November,4,winter,47
7608,317,Tuesday,2,46,13,November,4,winter,48
7609,318,Wednesday,3,46,14,November,4,winter,49
7610,318,Wednesday,3,46,14,November,4,winter,50
7611,318,Wednesday,3,46,14,November,4,winter,51
7612,318,Wednesday,3,46,14,November,4,winter,52
7613,318,Wednesday,3,46,14,November,4,winter,53
7614,318,Wednesday,3,46,14,November,4,winter,54
7615,318,Wednesday,3,46,14,November,4,winter,55
7616,318,Wednesday,3,46,14,November,4,winter,56
7617,318,Wednesday,3,46,14,November,4,winter,57
7618,318,Wednesday,3,46,14,November,4,winter,58
7619,318,Wednesday,3,46,14,November,4,winter,59
7620,318,Wednesday,3,46,14,November,4,winter,60
7621,318,Wednesday,3,46,14,November,4,winter,61
7622,318,Wednesday,3,46,14,November,4,winter,62
7623,318,Wednesday,3,46,14,November,4,winter,63
7624,318,Wednesday,3,46,14,November,4,winter,64
7625,318,Wednesday,3,46,14,November,4,winter,65
7626,318,Wednesday,3,46,14,November,4,winter,66
7627,318,Wednesday,3,46,14,November,4,winter,67
7628,318,Wednesday,3,46,14,November,4,winter,68
7629,318,Wednesday,3,46,14,November,4,winter,69
7630,318,Wednesday,3,46,14,November,4,winter,70
7631,318,Wednesday,3,46,14,November,4,winter,71
7632,318,Wednesday,3,46,14,November,4,winter,72
7633,319,Thursday,4,46,15,November,4,winter,73
7634,319,Thursday,4,46,15,November,4,winter,74
7635,319,Thursday,4,46,15,November,4,winter,75
